Sample date,Weather,Location,Site Reference,Temperature,pH ,Conductivity,Dissolved Oxygen,Turburdity,Nitrite ,Nitrate ,Total Coliforms ,E-Coli,Faecal Streptococci,Ammonium as NH4 ,B.O.D ,C.O.D. ,Phosphate mg/l,Salinity (ppt)
09-Feb-06,dry and sunny,Manor Wood,6,6.73,7.91,739.1,85.1,,,,19000,15000,,0.59,3,,,
09-Feb-06,dry and sunny,Malago Vale gasworks,7,5.25,7.79,1173.5,87.2,,,,31000,6200,,0.57,12,,,
09-Feb-06,dry and sunny,Lynet Way,8,4.86,7.96,899.5,103.8,,,,22000,4400,,0.44,3,,,
09-Feb-06,dry and sunny,Stockwood Nature Reserve,8a,5.11,7.78,698.5,88.1,,,,400,200,,0.4,5,,,
08-Feb-06,dry and sunny,Allison Road,9,5.83,7.97,1213.9,88,,,,60000,14000,,0.55,8,,,
09-Feb-06,dry and sunny,Cadogan Road,10,6.99,7.57,1130.1,75.3,,,,80000,12000,,0.34,6,,,
08-Feb-06,dry and sunny,St Georges Park Lake,11,4.55,7.89,437.4,91.2,,,,200,200,,2.74,3,,,
08-Feb-06,dry and sunny,Dubbers Lane,12,9.83,7.45,2127.5,75.8,,,,19000,3200,,34.9,3,,,
08-Feb-06,dry and sunny,Eastville Park Lake,13,4.89,7.94,620.7,96.5,,,,200,200,,0.3,3,,,
08-Feb-06,dry and sunny,Lower Grove Road,13a,8.45,8,815.8,68.4,,,,140000,40000,,3.29,4,,,
08-Feb-06,dry and sunny,Snuff Mills,14,5.64,8.05,921.7,103.5,,,,7200,3000,,0.13,<2,,,
09-Feb-06,dry and sunny,Wade Street,14a,5.35,7.35,1906.6,55.1,,,,18000,7600,,,,,,
07-Feb-06,dry and sunny,Mina Park ,15,8.61,7.79,1051.6,94.3,,,,15,1800,,0.38,2,,,
08-Feb-06,dry and sunny,Conham Vale,16,4.95,8,802.2,104.3,,,,7000,2000,,0.46,2,,,
08-Feb-06,dry and sunny,Eastwood Farm - stream,16a,,,,,,,,,,,,,,,
14-Mar-06,overcast,Avonmouth Rhine,1,4.63,7.81,1279.7,9,,,,600,400,,13.3,25,,,
14-Mar-06,overcast,Trowbridge Road,2,7.43,7.79,1033,88.3,,,,42000,8400,,0.47,2,,,
14-Mar-06,overcast,Badocks Wood,2a,7.46,7.72,1115.7,95.4,,,,3200,<200,,0.17,<2,,,
14-Mar-06,overcast,Coombe Dingle,3,5.85,7.79,1243.9,109.2,,,,1200,<200,,0.17,<2,,,
14-Mar-06,overcast,Crow Lane,3a,6.18,7.81,1348,88.9,,,,14000,3800,,0.42,2,,,
14-Mar-06,overcast,Sea Mills,3b,6.44,7.23,2830.1,80.2,,,,2800,400,,,,,,
16-Mar-06,overcast,Ashton vale,4,5.25,8.09,874.4,105.7,,,,1600,200,,0.45,<2,,,
16-Mar-06,overcast,Hartcliffe Way,5,6.19,7.88,814.1,110,,,,1400,600,,0.52,2,,,
16-Mar-06,overcast,Hareclive Road,5a,5.79,7.98,665.8,106.4,,,,80000,29000,,0.55,3,,,
16-Mar-06,overcast,Manor Wood,6,6.3,7.94,708.9,102.6,,,,19000,14000,,0.63,4,,,
16-Mar-06,overcast,Malago Vale gasworks,7,5.13,7.8,919.4,111.1,,,,600,<200,,0.4,4,,,
16-Mar-06,overcast,Lynet Way,8,5.62,7.91,750.4,107.8,,,,4600,800,,0.48,2,,,
16-Mar-06,overcast,Stockwood Nature Reserve,8a,4.65,7.96,633.4,97.7,,,,200,<200,,0.43,3,,,
15-Mar-06,overcast,Allison Road,9,7.17,8.04,757.3,127,,,,23000,4000,,0.16,2,,,
16-Mar-06,overcast,Cadogan Road,10,7.08,7.8,888.8,98.4,,,,120000,10000,,0.45,12,,,
15-Mar-06,overcast,St Georges Park Lake,11,6.15,7.93,415.5,103.8,,,,<200,<200,,0.79,5,,,
15-Mar-06,overcast,Dubbers Lane,12,9.74,7.43,1596.1,76,,,,180000,17000,,31.5,3,,,
15-Mar-06,overcast,Eastville Park Lake,13,6.38,8.04,600.2,146.6,,,,200,200,,0.18,5,,,
15-Mar-06,overcast,Lower Grove Road,13a,8.97,7.7,799.2,84.9,,,,140000,33000,,0.68,4,,,
15-Mar-06,overcast,Snuff Mills,14,6.13,8.12,879.3,116.4,,,,600,400,,0.21,<2,,,
16-Mar-06,overcast,Wade Street,14a,5.97,7.78,1151.6,67.5,,,,3400,<200,,,,,,
14-Mar-06,overcast,Mina Park ,15,8.14,7.8,1011.5,96.4,,,,6200,3000,,0.42,<2,,,
15-Mar-06,overcast,Conham Vale,16,6.08,7.88,703.6,105.8,,,,1600,1800,,0.43,<2,,,
25-Apr-06,cloudy,Avonmouth Rhine,1,12.03,7.52,1160.9,48,,,,<200,<200,,6.98,26,,,
25-Apr-06,cloudy,Lawrence Weston Moor,1a,12.73,7.05,400.8,2.86,,,,<200,<200,,0.13,6,,,
25-Apr-06,cloudy,Trowbridge Road,2,11.87,8.32,880.4,129,,,,29000,2800,,0.58,4,,,
25-Apr-06,cloudy,Badocks Wood,2a,11.82,8.08,1177.5,115.5,,,,5400,1600,,0.04,2,,,
25-Apr-06,cloudy,Coombe Dingle,3,10.96,7.95,963.2,94.4,,,,6200,200,,<0.01,<2,,,
25-Apr-06,cloudy,Crow Lane,3a,10.7,7.53,1275.5,93.3,,,,20000,2400,,0.18,<2,,,
25-Apr-06,cloudy,Sea Mills,3b,11.2,7.7,1042.2,88.6,,,,4800,800,,,,,,
27-Apr-06,cloudy,Ashton vale,4,12.49,8.02,848.8,78.8,,,,33000,2800,,0.16,<2,,,
27-Apr-06,cloudy,Hartcliffe Way,5,13.01,7.8,604.5,92.9,,,,3600,600,,0.04,3,,,
27-Apr-06,cloudy,Hareclive Road,5a,10.55,8.06,677.2,109.7,,,,80000,21000,,0.13,2,,,
27-Apr-06,cloudy,Manor Wood,6,10.79,7.92,736.2,110.7,,,,14000,9800,,0.38,2,,,
27-Apr-06,cloudy,Malago Vale gasworks,7,11.03,7.79,1073.4,114.8,,,,15000,1400,,0.04,29,,,
27-Apr-06,cloudy,Lynet Way,8,11.28,8.11,786.7,112.9,,,,35000,3800,,0.05,2,,,
27-Apr-06,cloudy,Stockwood Nature Reserve,8a,11.61,7.86,700.7,86.3,,,,60000,2600,,0.06,3,,,
26-Apr-06,cloudy,Allison Road,9,10.93,8.08,764.7,135,,,,13000,600,,0.15,3,,,
27-Apr-06,cloudy,Cadogan Road,10,11.82,7.76,822,96.2,,,,1800,1200,,0.07,10,,,
26-Apr-06,cloudy,St Georges Park Lake,11,13.53,8.14,416.8,83.7,,,,200,<200,,0.35,6,,,
26-Apr-06,cloudy,Dubbers Lane,12,11.83,7.53,1909,72.7,,,,15000,200,,38.4,<2,,,
26-Apr-06,cloudy,Eastville Park Lake,13,14.1,7.72,563.3,39,,,,400,<200,,0.96,2,,,
26-Apr-06,cloudy,Lower Grove Road,13a,11.15,8.06,776.8,100,,,,13000,1800,,0.78,8,,,
26-Apr-06,cloudy,Snuff Mills,14,11.57,7.87,771.4,101.1,,,,800,400,,0.47,<2,,,
25-Apr-06,cloudy,Wade Street,14a,12,8.15,992.8,100,,,,5200,600,,,,,,
25-Apr-06,cloudy,Mina Park ,15,11.45,8.15,1044.9,98.4,,,,160000,6600,,0.21,4,,,
26-Apr-06,cloudy,Conham Vale,16,12.53,8.16,708.4,105.5,,,,7200,1200,,0.56,6,,,
26-Apr-06,cloudy,Eastwood Farm - stream,16a,16.28,6.74,1196.2,1.43,,,,800,400,,0.48,4,,,
25-Apr-06,cloudy,Sneed Park lake,,,,,,,,,4400,400,,,,,,
09-May-06,cloudy,Avonmouth Rhine,1,13.31,7.43,1174.2,37.1,,,,1800,<200,,0.68,21,,,
09-May-06,cloudy,Trowbridge Road,2,11.98,7.57,835.2,94.5,,,,160000,20000,,0.58,3,,,
09-May-06,cloudy,Badocks Wood,2a,12.08,7.8,877.3,87.8,,,,26000,7400,,0.72,<2,,,
09-May-06,cloudy,Coombe Dingle,3,11.35,7.83,827.1,96.2,,,,14000,5200,,0.21,<2,,,
09-May-06,cloudy,Crow Lane,3a,11.31,7.72,1070.6,89,,,,19000,5400,,0.33,2,,,
09-May-06,cloudy,Sea Mills,3b,12.28,7.16,2366.7,39.7,,,,21000,3200,,,,,,
11-May-06,cloudy,Ashton vale,4,11.95,7.5,859.4,72.8,,,,72000,16000,,0.21,<2,,,
11-May-06,cloudy,Hartcliffe Way,5,12.91,7.64,606.3,87.8,,,,20000,3600,,0.09,<2,,,
11-May-06,cloudy,Hareclive Road,5a,11.73,7.89,680,89,,,,83000,21000,,0.02,2,,,
11-May-06,cloudy,Manor Wood,6,12.1,7.72,633.5,86.6,,,,180000,60000,,0.16,<2,,,
11-May-06,cloudy,Malago Vale gasworks,7,12.09,7.66,1006.7,62.7,,,,33000,2000,,0.02,7,,,
10-May-06,cloudy,Lynet Way,8,12.57,7.98,705,97.1,,,,10000,1800,,<.01,<2,,,
11-May-06,cloudy,Stockwood Nature Reserve,8a,13.26,7.86,726.8,70.5,,,,1400,1200,,0.06,2,,,
10-May-06,cloudy,Allison Road,9,11.83,7.97,608.6,96.9,,,,120000,8200,,0.22,2,,,
10-May-06,cloudy,Cadogan Road,10,12.26,7.6,762.8,65.9,,,,420000,240000,,0.96,7,,,
10-May-06,cloudy,St Georges Park Lake,11,15.6,8.13,421.1,86.2,,,,1800,<200,,0.18,9,,,
10-May-06,cloudy,Dubbers Lane,12,12.21,7.65,1691.2,85.9,,,,5000,800,,30.7,<2,,,
10-May-06,cloudy,Eastville Park Lake,13,16.36,8.01,539.2,93.7,,,,<200,<200,,0.6,5,,,
10-May-06,cloudy,Lower Grove Road,13a,11.68,8.01,727.7,90,,,,280000,14000,,0.76,3,,,
10-May-06,cloudy,Snuff Mills,14,12.24,7.95,717.3,90.6,,,,16000,3800,,0.25,5,,,
09-May-06,cloudy,Wade Street,14a,12.45,7.87,424.8,85.9,,,,140000,9600,,,,,,
09-May-06,cloudy,Mina Park ,15,11.71,7.86,878.6,95,,,,220000,17000,,0.41,<2,,,
10-May-06,cloudy,Conham Vale,16,14.2,8.1,696.7,104.6,,,,4600,1200,,0.16,5,,,
13-Jun-06,cloudy,Avonmouth Rhine,1,18.44,6.88,1263.1,8.7,,,,14000,6200,,10.5,7,,,
13-Jun-06,cloudy,Trowbridge Road,2,15.64,7.68,811.3,81.5,,,,960000,80000,,0.46,7,,,
13-Jun-06,cloudy,Badocks Wood,2a,14.57,7.65,766.3,82.9,,,,21000,4200,,0.13,<2,,,
13-Jun-06,cloudy,Coombe Dingle,3,14.55,7.43,807.5,89.9,,,,19000,3400,,0.12,2,,,
13-Jun-06,cloudy,Crow Lane,3a,15.07,7.41,811.2,66.1,,,,9000,7200,,0.38,2,,,
13-Jun-06,cloudy,Sea Mills,3b,16.7,7.11,1150,71,,,,220000,6200,,0.16,<2,,,
15-Jun-06,cloudy,Ashton vale,4,13.05,7.58,983.8,79.7,,,,660000,23000,,0.79,3,,,
15-Jun-06,cloudy,Hartcliffe Way,5,14.25,7.32,593.2,81.1,,,,2200,600,,0.16,3,,,
15-Jun-06,cloudy,Hareclive Road,5a,12.7,7.94,662.6,94.4,,,,43000,7800,,0.12,<2,,,
15-Jun-06,cloudy,Manor Wood,6,13.89,7.67,707.8,83.4,,,,44000,11000,,0.52,3,,,
15-Jun-06,cloudy,Malago Vale gasworks,7,12.79,7.44,1064.3,62,,,,13000,4000,,0.27,<2,,,
15-Jun-06,cloudy,Lynet Way,8,13.44,7.97,759.8,94.8,,,,13000,10000,,0.22,2,,,
15-Jun-06,cloudy,Stockwood Nature Reserve,8a,13.97,7.74,701.6,67.6,,,,7600,4200,,0.32,<2,,,
14-Jun-06,cloudy,Allison Road,9,13.72,7.54,674.5,85.5,,,,73000,21000,,0.11,<2,,,
15-Jun-06,cloudy,Cadogan Road,10,14.49,7.39,841.2,89.5,,,,940000,220000,,0.38,15,,,
14-Jun-06,cloudy,St Georges Park Lake,11,20.22,7.2,404.9,35.9,,,,800,200,,0.51,13,,,
14-Jun-06,cloudy,Dubbers Lane,12,13.18,7.46,1808.4,79.6,,,,15000,1600,,34,<2,,,
14-Jun-06,cloudy,Eastville Park Lake,13,20.11,7.39,590,32.5,,,,200,<200,,0.06,2,,,
14-Jun-06,cloudy,Lower Grove Road,13a,13.39,7.36,703.5,87.3,,,,340000,120000,,0.5,3,,,
14-Jun-06,cloudy,Snuff Mills,14,15.19,7.61,680.6,92.8,,,,5400,600,,0.06,<2,,,
13-Jun-06,cloudy,Wade Street,14a,15.78,7.08,818.6,14.3,,,,60000,16000,,,,,,
13-Jun-06,cloudy,Mina Park ,15,13.55,7.68,1004.7,88.3,,,,42000,14000,,0.28,2,,,
14-Jun-06,cloudy,Conham Vale,16,18.39,7.76,714,85.8,,,,7200,1200,,0.16,2,,,
14-Jun-06,cloudy,Sneed Park Lake,,12.66,7.97,430,93.4,,,,,,,,,,,
04-Jul-06,hot and sunny,Avonmouth Rhine,1,20.6,6.89,1205,10.9,,,,800,200,,6.28,2,,,
04-Jul-06,hot and sunny,Lawrence Weston Moor,1a,22.61,7.26,311.1,1.74,,,,200,200,,0.1,2,,,
04-Jul-06,hot and sunny,Trowbridge Road,2,17.8,7.72,817.3,72.5,,,,100000,19000,,1.14,2,,,
04-Jul-06,hot and sunny,Badocks Wood,2a,17.86,7.66,980,82.2,,,,35000,7200,,0.22,<2,,,
04-Jul-06,hot and sunny,Coombe Dingle,3,17.12,7.81,910,90.3,,,,500,1800,,0.14,<2,,,
04-Jul-06,hot and sunny,Crow Lane,3a,17.93,7.57,756.2,62.5,,,,84000,35000,,0.53,<2,,,
04-Jul-06,hot and sunny,Sea Mills,3b,17.56,7.49,923.2,85.8,,,,41000,4200,,,,,,
06-Jul-06,very heavy rain,Ashton vale,4,17.5,7.27,278.8,81.3,,,,240000,42000,,0.22,4,,,
06-Jul-06,very heavy rain,Hartcliffe Way,5,17.03,6.95,300.5,99.2,,,,280000,58000,,0.36,3,,,
06-Jul-06,very heavy rain,Briscoe's Avenue,5a,16.14,7.21,362.7,99.3,,,,58000,34000,,0.46,4,,,
06-Jul-06,very heavy rain,Manor Wood,6,16.85,7.34,411.1,98.3,,,,460000,78000,,0.27,5,,,
06-Jul-06,very heavy rain,Malago Vale gasworks,7,17,7.21,327.1,66,,,,120000,17000,,0.18,4,,,
06-Jul-06,very heavy rain,Lynet Way,8,16.45,6.89,367,96.9,,,,260000,19000,,0.29,3,,,
06-Jul-06,very heavy rain,Stockwood Nature Reserve,8a,17.21,6.57,181.4,78,,,,110000,32000,,0.28,5,,,
05-Jul-06,cloudy ,Allison Road,9,17.74,7.54,532.6,92.6,,,,78000,23000,,0.02,<2,,,
05-Jul-06,cloudy ,Cadogan Road,10,16.69,6.75,526,85.4,,,,360000,96000,,0.31,6,,,
06-Jul-06,very heavy rain,St Georges Park Lake,11,24.22,7.77,406.3,85.7,,,,<200,<200,,0.49,4,,,
05-Jul-06,cloudy,Dubbers Lane,12,14.46,7.35,1952.7,78.1,,,,14000,3400,,39.6,<2,,,
05-Jul-06,cloudy,Eastville Park Lake,13,25.09,7.51,598.9,30.2,,,,1200,1200,,0.04,3,,,
05-Jul-06,cloudy,Lower Grove Road,13a,15.36,7.28,718.6,77.9,,,,300000,40000,,0.48,<2,,,
05-Jul-06,cloudy,Snuff Mills,14,18.19,7.69,824,69.2,,,,25000,7600,,0.05,<2,,,
05-Jul-06,cloudy,Wade Street,14a,20.57,7.84,890.3,138.9,,,,4800,400,,,,,,
05-Jul-06,cloudy,Mina Park ,15,15.21,7.87,1036.9,92.4,,,,40000,17000,,0.21,<2,,,
05-Jul-06,cloudy,Conham Vale,16,No Access,,,,,,,,,,,,,,
,cloudy,Avonmouth Rhine,1,15.29,6.73,1454.7,7.7,,,,1400,400,,4.91,4,,,
,cloudy,Trowbridge Road,2,16.29,8.34,918.6,129.8,,,,284000,78000,,2.15,10,,,
,cloudy,Badocks Wood,2a,14.68,7.78,947.7,76.1,,,,14800,5200,,0.05,<2,,,
,cloudy,Coombe Dingle,3,13.94,7.74,947.3,92.5,,,,28000,2200,,0.04,<2,,,
,cloudy,Crow Lane,3a,14.21,7.5,1067.5,69.2,,,,172000,5400,,0.21,3,,,
,cloudy,Sea Mills,3b,17.4,6.91,29718.9,19,,,,168000,2200,,,,,,
,rain,Ashton vale,4,14.98,7.48,1180,39.5,,,,78000,300000,,2.53,7,,,
,rain,Hartcliffe Way,5,15.49,7.55,141,81.6,,,,4200,1800,,0.36,<2,,,
,rain,Briscoe's Avenue,5a,16,7.51,596,57.6,,,,460000,100000,,1.01,6,,,
,rain,Manor Wood,6,17.05,7.6,568.6,74.3,,,,1040000,160000,,1.14,6,,,
,rain,Malago Vale gasworks,7,14.7,7.65,604,66.6,,,,6600,2400,,0.4,<2,,,
,rain,Lynet Way,8,16.57,7.64,481.7,80,,,,1160000,260000,,1.23,11,,,
,cloudy,Allison Road,9,15.09,7.52,809.2,61.6,,,,78000,200000,,1.5,5,,,
,rain,Cadogan Road,10,16.6,7.29,540.9,48.5,,,,2180000,580000,,1.95,12,,,
,cloudy,St Georges Park Lake,11,18.1,7.65,413.4,64.5,,,,1000,400,,1.05,6,,,
,cloudy,Dubbers Lane,12,14,7.24,2003.6,67.6,,,,6200,600,,49.6,<2,,,
,cloudy,Eastville Park Lake,13,19.08,7.68,548.5,84,,,,<200,400,,0.11,8,,,
,cloudy,Lower Grove Road,13a,15.22,7.65,778.4,87.5,,,,190000,5400,,0.13,<2,,,
,cloudy,Snuff Mills,14,15.12,7.83,844.7,82.4,,,,1600,600,,0.06,<2,,,
,cloudy,Wade Street,14a,16.51,7.55,1022.9,59.5,,,,1000,200,,,,,,
,cloudy,Mina Park ,15,14.64,7.85,1012.8,87.1,,,,40000,9000,,0.01,<2,,,
,cloudy,Conham Vale,16,17.86,7.65,778.4,77,,,,7200,2000,,0.26,<2,,,
05-Sep-06,,Avonmouth Rhine,1,17.86,6.7,1169.6,10.3,,,,1600,<200,,1.75,8,,,
05-Sep-06,,Trowbridge Road,2,18.65,8,807,106.8,,,,1000000,3400,,1.21,9,,,
05-Sep-06,,Badocks Wood,2a,16.99,7.75,646.1,75.8,,,,19000,1600,,0.28,<2,,,
05-Sep-06,,Coombe Dingle,3,16.2,7.62,764,89.9,,,,8400,600,,0.23,<2,,,
05-Sep-06,,Crow Lane,3a,16.92,7.61,487.9,77.1,,,,8400,600,,0.39,<2,,,
05-Sep-06,,Sea Mills,3b,16.94,7.14,610.9,41.6,,,,12000,2800,,,,,,
07-Sep-06,,Ashton vale,4,13.99,7.37,1104.9,49.5,,,,54000,18000,,1.05,4,,,
07-Sep-06,,Hartcliffe Way,5,15.58,7.64,649,82.4,,,,4600,2200,,0.26,<2,,,
07-Sep-06,,Briscoe's Avenue,5a,14.31,7.78,764.1,85.7,,,,17000,7800,,0.16,<2,,,
07-Sep-06,,Manor Wood,6,15.82,7.65,739.8,83.1,,,,25000,9600,,0.27,<2,,,
07-Sep-06,,Malago Vale gasworks,7,14.92,7.56,779.9,64.6,,,,6600,400,,0.21,<2,,,
07-Sep-06,,Lynet Way,8,14.54,7.72,825.9,86.9,,,,31000,5400,,0.28,2,,,
07-Sep-06,,Stockwood Nature Reserve,8a,14.49,7.32,621.1,23,,,,11000,3200,,0.77,4,,,
06-Sep-06,,Allison Road,9,16.72,7.34,497.7,71.9,,,,120000,11000,,0.23,2,,,
07-Sep-06,,Cadogan Road,10,14.88,7.45,840.9,63.2,,,,19000,5800,,0.36,11,,,
06-Sep-06,,St Georges Park Lake,11,20.09,7.79,411.7,70,,,,3200,800,,0.49,10,,,
06-Sep-06,,Dubbers Lane,12,14.66,7.39,1967.6,66.3,,,,6800,800,,43.7,<2,,,
06-Sep-06,,Eastville Park Lake,13,20.25,7.74,547.8,52.6,,,,2200,800,,0.33,10,,,
06-Sep-06,,Lower Grove Road,13a,15.78,7.63,777.1,79.9,,,,140000,16000,,0.75,2,,,
06-Sep-06,,Snuff Mills,14,17.07,7.76,539.6,78,,,,3600,600,,0.18,<2,,,
05-Sep-06,,Wade Street,14a,20.18,7.48,826.4,62.3,,,,2600,<200,,,,,,
05-Sep-06,,Mina Park ,15,15.77,7.86,698.1,88.8,,,,11600,9400,,0.36,<2,,,
06-Sep-06,,Conham Vale,16,18.37,7.75,661.4,80.7,,,,4400,800,,0.32,<2,,,
17-Oct-06,,Avonmouth Rhine,1,13.19,6.44,1398.1,10,,,,24000,10000,,10.3,42,,,
17-Oct-06,,Trowbridge Road,2,15.01,7.31,821.6,71.2,,,,1800000,51000,,0.65,<2,,,
17-Oct-06,,Badocks Wood,2a,13.34,7.52,883,81.4,,,,31000,8000,,0.12,<2,,,
17-Oct-06,,Coombe Dingle,3,12.78,7.41,607.1,85.7,,,,300000,8000,,0.06,<2,,,
17-Oct-06,,Crow Lane,3a,13.3,7.55,709.9,67.3,,,,640000,12000,,0.38,2,,,
17-Oct-06,,Sea Mills,3b,12.95,7.07,745.9,71,,,,500000,29000,,,,,,
19-Oct-06,,Ashton vale,4,14.5,7.4,4.9,101.7,,,,50000,28000,,0.51,4,,,
19-Oct-06,,Hartcliffe Way,5,14.65,7.46,428.9,84.1,,,,67000,47000,,0.49,3,,,
19-Oct-06,,Briscoe's Avenue,5a,14.66,7.17,488.6,88.5,,,,110000,47000,,0.48,4,,,
19-Oct-06,,Manor Wood,6,14.95,6.66,469.7,89.4,,,,81000,35000,,0.34,3,,,
19-Oct-06,,Malago Vale gasworks,7,14.8,6.97,377,75.1,,,,83000,34000,,0.49,3,,,
19-Oct-06,,Lynet Way,8,14.37,7.42,439.8,91.9,,,,76000,46000,,0.47,3,,,
19-Oct-06,,Stockwood Nature Reserve,8a,14.08,6.92,442.8,75.8,,,,420000,44000,,1.75,5,,,
18-Oct-06,,Allison Road,9,13.6,6.65,672.3,81.5,,,,58000,10000,,0.19,2,,,
19-Oct-06,,Cadogan Road,10,14.67,6.95,559.2,62.9,,,,130000,37000,,0.49,5,,,
18-Oct-06,,St Georges Park Lake,11,13.95,7.11,409,61.9,,,,3400,1400,,0.69,6,,,
18-Oct-06,,Dubbers Lane,12,13.8,7.17,1854.2,61.3,,,,12000,4800,,38.7,3,,,
18-Oct-06,,Eastville Park Lake,13,13.29,6.89,558.8,39.1,,,,4200,2200,,0.62,10,,,
18-Oct-06,,Lower Grove Road,13a,14.53,7.27,724.1,76.6,,,,72000,13000,,0.52,2,,,
18-Oct-06,,Snuff Mills,14,12.63,7.58,838.7,90.2,,,,8200,4600,,0.25,<2,,,
17-Oct-06,,Wade Street,14a,13.09,7.52,810.7,72,,,,12000,7800,,,,,,
17-Oct-06,,Mina Park ,15,14.04,7.56,903.7,83.1,,,,720000,23000,,0.21,<2,,,
18-Oct-06,,Conham Vale,16,13.85,7.45,743.3,86.7,,,,5800,4200,,0.53,<2,,,
14-Nov-06,,Avonmouth Rhine,1,10.29,6.62,1536.1,10.4,,,,2600,200,,17.7,5,,,
14-Nov-06,,Trowbridge Road,2,12.93,7.44,814.5,72.8,,,,140000,17000,,0.74,4,,,
14-Nov-06,,Badocks Wood,2a,11.54,7.4,823.2,70.3,,,,2000,1400,,0.2,2,,,
14-Nov-06,,Coombe Dingle,3,10.65,7.48,801.2,92.3,,,,4200,1600,,0.31,3,,,
14-Nov-06,,Crow Lane,3a,10.98,7.38,977.5,60.7,,,,46000,4800,,0.28,<2,,,
14-Nov-06,,Sea Mills,3b,11.11,7.07,969.2,51.5,,,,8200,800,,,,,,
16-Nov-06,,Ashton vale,4,11.3,6.53,718,72.3,,,,61000,13000,,0.66,<2,,,
16-Nov-06,,Hartcliffe Way,5,11.59,7.29,656.2,88.1,,,,7200,2200,,0.77,<2,,,
16-Nov-06,,Briscoe's Avenue,5a,11.58,7.42,612.7,84.8,,,,140000,64000,,0.87,3,,,
16-Nov-06,,Manor Wood,6,12.22,7.43,651,87,,,,19000,9200,,0.38,<2,,,
16-Nov-06,,Malago Vale gasworks,7,12,6.41,547.5,48,,,,33000,13000,,1.1,5,,,
16-Nov-06,,Lynet Way,8,11.3,7.39,644.2,86.4,,,,9200,1600,,0.41,3,,,
16-Nov-06,,Stockwood Nature Reserve,8a,10.71,6.92,550.4,67.2,,,,12000,3400,,0.92,5,,,
15-Nov-06,,Allison Road,9,11.69,7.53,660.5,82.9,,,,7200,3400,,0.06,3,,,
16-Nov-06,,Cadogan Road,10,12.01,6.89,515.9,61,,,,220000,60000,,0.6,42,,,
15-Nov-06,,St Georges Park Lake,11,10.17,7.59,423.2,46.1,,,,1000,600,,0.81,3,,,
15-Nov-06,,Dubbers Lane,12,12.67,7.1,1700.8,63.5,,,,23000,3400,,30.5,<2,,,
15-Nov-06,,Eastville Park Lake,13,9.79,7.52,603,63.1,,,,25000,2200,,0.15,3,,,
15-Nov-06,,Lower Grove Road,13a,12.95,7.68,701.8,84.6,,,,19000,5000,,0.29,<2,,,
15-Nov-06,,Snuff Mills,14,10.86,7.73,693.8,89.6,,,,1800,1200,,0.04,<2,,,
15-Nov-06,,Wade Street,14a,10.72,7.45,808.2,83,,,,19000,4800,,,,,,
14-Nov-06,,Mina Park ,15,12.25,7.57,924.9,89,,,,80000,6800,,0.39,4,,,
15-Nov-06,,Conham Vale,16,10.1,7.63,771.2,92.9,,,,7800,2200,,0.29,<2,,,
11-Dec-06,,Avonmouth Rhine,1,8.42,5.72,681.3,26.6,,,,400,<200,,0.13,<2,,,
11-Dec-06,,Trowbridge Road,2,10.1,5.38,314.8,96.7,,,,31000,10000,,0.01,3,,,
11-Dec-06,,Badocks Wood,2a,10.32,4.36,575.8,97.2,,,,48000,15000,,0.01,3,,,
11-Dec-06,,Coombe Dingle,3,10.57,5.15,362.1,96.6,,,,80000,60000,,0.27,4,,,
11-Dec-06,,Crow Lane,3a,10.46,5.45,536,95.4,,,,37000,8200,,0.18,3,,,
11-Dec-06,,Sea Mills,3b,10.81,5.5,453.9,87.9,,,,140000,41000,,,,,,
13-Dec-06,,Ashton vale,4,10.16,6.91,683,62.9,,,,35000,4200,,0.48,<2,,,
13-Dec-06,,Hartcliffe Way,5,10.28,6.73,576.1,99.3,,,,34000,4600,,0.18,<2,,,
13-Dec-06,,Briscoe's Avenue,5a,10.01,6.77,592,99.9,,,,47000,5000,,0.15,2,,,
13-Dec-06,,Manor Wood,6,10.48,6.71,633.6,99.3,,,,31000,4200,,0.26,2,,,
13-Dec-06,,Malago Vale gasworks,7,10.4,6.31,567.7,93.1,,,,39000,7800,,0.27,2,,,
13-Dec-06,,Lynet Way,8,10.1,6.5,562.1,101.4,,,,11000,3000,,0.19,<2,,,
13-Dec-06,,Stockwood Nature Reserve,8a,9.4,6.07,500.5,88.5,,,,4800,1800,,0.33,<2,,,
12-Dec-06,,Allison Road,9,8.71,5.93,597.2,100.5,,,,18000,2800,,0.06,<2,,,
13-Dec-06,,Cadogan Road,10,11.27,5.89,701.1,84,,,,80000,3200,,0.56,2,,,
12-Dec-06,,St Georges Park Lake,11,6.64,5.98,397.1,73.2,,,,20,<200,,1.04,2,,,
12-Dec-06,,Dubbers Lane,12,11.36,5.83,1572.7,89.1,,,,33000,7800,,26.1,<2,,,
12-Dec-06,,Eastville Park Lake,13,6.29,5.85,563.8,78.9,,,,800,600,,0.25,<2,,,
12-Dec-06,,Lower Grove Road,13a,11.15,6.8,666.4,90.5,,,,42000,13000,,0.14,3,,,
12-Dec-06,,Snuff Mills,14,8.13,6.78,627.4,103.8,,,,3800,800,,0.19,2,,,
12-Dec-06,,Wade Street,14a,8.71,6.26,657.9,93.5,,,,12000,4600,,0.18,<2,,,
12-Dec-06,,Mina Park ,15,10.69,6.35,871.4,93.4,,,,35000,28000,,0.18,<2,,,
